trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
201,False,"{'a': 0.5, 'e': 1.0}",25,0,-53.75108840252946,"{0: 17, 1: 5, 2: 2, 3: 1, 4: 0}",0
202,False,"{'a': 0.5, 'e': 0.995}",25,0,-125.55785742119237,"{0: 17, 1: 0, 2: 6, 3: 0, 4: 2}",0
203,False,"{'a': 0.5, 'e': 0.990025}",30,0,-63.27540374219842,"{0: 24, 1: 2, 2: 2, 3: 1, 4: 1}",0
204,False,"{'a': 0.5, 'e': 0.985074875}",20,0,-237.15545785356744,"{0: 9, 1: 4, 2: 1, 3: 1, 4: 5}",0
205,False,"{'a': 0.5, 'e': 0.980149500625}",25,4,-31.53991975125514,"{0: 14, 1: 4, 2: 3, 3: 0, 4: 0}",1
206,False,"{'a': 0.5, 'e': 0.975248753121875}",20,0,-66.43255815877477,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
207,False,"{'a': 0.5, 'e': 0.9703725093562656}",20,0,-112.09118346033199,"{0: 13, 1: 0, 2: 3, 3: 3, 4: 1}",0
208,False,"{'a': 0.5, 'e': 0.9655206468094842}",25,0,-289.5497920047621,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 6}",0
209,False,"{'a': 0.5, 'e': 0.9606930435754368}",30,0,-167.86100512401623,"{0: 14, 1: 8, 2: 6, 3: 0, 4: 2}",0
210,False,"{'a': 0.5, 'e': 0.9558895783575596}",25,0,-107.46441909134882,"{0: 18, 1: 1, 2: 2, 3: 3, 4: 1}",0
211,False,"{'a': 0.5, 'e': 0.9511101304657719}",25,0,-229.3283088087849,"{0: 12, 1: 6, 2: 1, 3: 2, 4: 4}",0
212,False,"{'a': 0.5, 'e': 0.946354579813443}",25,0,-119.58384751744165,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
213,False,"{'a': 0.5, 'e': 0.9416228069143757}",30,0,-93.34452074275225,"{0: 17, 1: 5, 2: 7, 3: 1, 4: 0}",0
214,False,"{'a': 0.5, 'e': 0.9369146928798039}",20,0,-184.83918331410143,"{0: 10, 1: 4, 2: 2, 3: 0, 4: 4}",0
215,False,"{'a': 0.5, 'e': 0.9322301194154049}",30,0,-232.79784915911006,"{0: 17, 1: 4, 2: 4, 3: 0, 4: 5}",0
216,False,"{'a': 0.5, 'e': 0.9275689688183278}",30,0,-229.2685470835107,"{0: 13, 1: 6, 2: 7, 3: 1, 4: 3}",0
217,False,"{'a': 0.5, 'e': 0.9229311239742362}",20,0,-158.1352563692508,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 3}",0
218,False,"{'a': 0.5, 'e': 0.918316468354365}",20,0,-66.92426245735734,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 2}",0
219,False,"{'a': 0.5, 'e': 0.9137248860125932}",30,0,-32.990376460435144,"{0: 24, 1: 1, 2: 4, 3: 1, 4: 0}",0
220,False,"{'a': 0.5, 'e': 0.9091562615825302}",20,0,-94.92370238139834,"{0: 9, 1: 2, 2: 8, 3: 1, 4: 0}",0
221,False,"{'a': 0.5, 'e': 0.9046104802746175}",25,0,-140.69977467913318,"{0: 15, 1: 5, 2: 1, 3: 2, 4: 2}",0
222,False,"{'a': 0.5, 'e': 0.9000874278732445}",30,0,-144.26328334929596,"{0: 21, 1: 1, 2: 4, 3: 2, 4: 2}",0
223,False,"{'a': 0.5, 'e': 0.8955869907338783}",30,12,-126.61341533435356,"{0: 10, 1: 2, 2: 1, 3: 4, 4: 1}",1
224,False,"{'a': 0.5, 'e': 0.8911090557802088}",30,0,-186.9225867238785,"{0: 17, 1: 5, 2: 4, 3: 1, 4: 3}",0
225,False,"{'a': 0.5, 'e': 0.8866535105013078}",30,0,-180.0554989723494,"{0: 17, 1: 4, 2: 6, 3: 0, 4: 3}",0
226,False,"{'a': 0.5, 'e': 0.8822202429488012}",20,0,-136.69196374740991,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 3}",0
227,False,"{'a': 0.5, 'e': 0.8778091417340572}",30,0,-80.2733096825746,"{0: 21, 1: 5, 2: 2, 3: 1, 4: 1}",0
228,False,"{'a': 0.5, 'e': 0.873420096025387}",20,0,-26.28355809077418,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
229,False,"{'a': 0.5, 'e': 0.86905299554526}",35,11,-23.063679253463384,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 0}",1
230,False,"{'a': 0.5, 'e': 0.8647077305675337}",20,13,-7.329593893248554,"{0: 4, 1: 3, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.5, 'e': 0.8603841919146961}",30,0,-88.09476942642253,"{0: 20, 1: 3, 2: 6, 3: 0, 4: 1}",0
232,False,"{'a': 0.5, 'e': 0.8560822709551226}",25,0,-78.35338126742063,"{0: 17, 1: 0, 2: 6, 3: 2, 4: 0}",0
233,False,"{'a': 0.5, 'e': 0.8518018596003469}",30,3,-133.7185729471533,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 3}",1
234,False,"{'a': 0.5, 'e': 0.8475428503023452}",25,9,-33.89153219162885,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
235,False,"{'a': 0.5, 'e': 0.8433051360508335}",30,0,-107.63387176407392,"{0: 23, 1: 0, 2: 4, 3: 1, 4: 2}",0
236,False,"{'a': 0.5, 'e': 0.8390886103705792}",20,0,-150.60663809309958,"{0: 11, 1: 1, 2: 4, 3: 2, 4: 2}",0
237,False,"{'a': 0.5, 'e': 0.8348931673187264}",25,0,-17.967179540626574,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
238,False,"{'a': 0.5, 'e': 0.8307187014821328}",25,5,-25.977136165946074,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",1
239,False,"{'a': 0.5, 'e': 0.826565107974722}",25,0,-99.90597584886987,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
240,False,"{'a': 0.5, 'e': 0.8224322824348484}",25,0,-132.35174857950022,"{0: 15, 1: 3, 2: 3, 3: 3, 4: 1}",0
241,False,"{'a': 0.5, 'e': 0.8183201210226743}",20,0,-56.854200884437915,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
242,False,"{'a': 0.5, 'e': 0.8142285204175609}",35,0,-102.85744166737534,"{0: 27, 1: 2, 2: 4, 3: 0, 4: 2}",0
243,False,"{'a': 0.5, 'e': 0.810157377815473}",25,0,-22.462968887645115,"{0: 20, 1: 3, 2: 1, 3: 1, 4: 0}",0
244,False,"{'a': 0.5, 'e': 0.8061065909263957}",20,0,-25.97583803288636,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
245,False,"{'a': 0.5, 'e': 0.8020760579717637}",20,0,-55.23136845255036,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
246,False,"{'a': 0.5, 'e': 0.7980656776819048}",20,1,-111.23293429011642,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 2}",1
247,False,"{'a': 0.5, 'e': 0.7940753492934953}",25,0,-81.93456867026018,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
248,False,"{'a': 0.5, 'e': 0.7901049725470278}",25,2,-49.19640873123131,"{0: 17, 1: 4, 2: 1, 3: 0, 4: 1}",1
249,False,"{'a': 0.5, 'e': 0.7861544476842928}",25,7,-37.15281518263823,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 0}",1
250,False,"{'a': 0.5, 'e': 0.7822236754458712}",20,0,-204.505971522506,"{0: 10, 1: 2, 2: 3, 3: 1, 4: 4}",0
251,False,"{'a': 0.5, 'e': 0.7783125570686419}",25,0,-137.31429662617538,"{0: 19, 1: 0, 2: 2, 3: 1, 4: 3}",0
252,False,"{'a': 0.5, 'e': 0.7744209942832987}",25,0,-94.15793291819489,"{0: 17, 1: 2, 2: 3, 3: 2, 4: 1}",0
253,False,"{'a': 0.5, 'e': 0.7705488893118821}",20,0,-70.84325042884834,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
254,False,"{'a': 0.5, 'e': 0.7666961448653228}",20,8,-7.835516014338113,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
255,False,"{'a': 0.5, 'e': 0.7628626641409961}",25,1,-53.27275338591229,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 1}",1
256,False,"{'a': 0.5, 'e': 0.7590483508202912}",25,1,-53.90596722884953,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 1}",1
257,False,"{'a': 0.5, 'e': 0.7552531090661897}",30,15,-9.69707419163468,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 0}",1
258,False,"{'a': 0.5, 'e': 0.7514768435208588}",30,5,-36.18729769004842,"{0: 21, 1: 0, 2: 2, 3: 2, 4: 0}",1
259,False,"{'a': 0.5, 'e': 0.7477194593032545}",30,9,-56.53933132593662,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 1}",1
260,False,"{'a': 0.5, 'e': 0.7439808620067382}",20,11,4.295937578277824,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.5, 'e': 0.7402609576967045}",25,0,-77.83361484594646,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
262,False,"{'a': 0.5, 'e': 0.736559652908221}",25,7,-1.230292566719558,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.7328768546436798}",30,0,-129.08572591156738,"{0: 19, 1: 5, 2: 4, 3: 0, 4: 2}",0
264,False,"{'a': 0.5, 'e': 0.7292124703704614}",20,0,-12.061322497073213,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
265,False,"{'a': 0.5, 'e': 0.7255664080186092}",25,0,-65.75132336201729,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
266,False,"{'a': 0.5, 'e': 0.7219385759785161}",20,3,-22.54330625277179,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 0}",1
267,False,"{'a': 0.5, 'e': 0.7183288830986235}",25,0,-149.79819821121205,"{0: 14, 1: 1, 2: 7, 3: 1, 4: 2}",0
268,False,"{'a': 0.5, 'e': 0.7147372386831303}",20,0,-102.61641749975914,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
269,False,"{'a': 0.5, 'e': 0.7111635524897147}",20,0,-32.400583706251574,"{0: 14, 1: 4, 2: 1, 3: 1, 4: 0}",0
270,False,"{'a': 0.5, 'e': 0.7076077347272661}",25,0,-109.45320959564539,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
271,False,"{'a': 0.5, 'e': 0.7040696960536298}",30,0,-51.048249795387484,"{0: 21, 1: 4, 2: 4, 3: 1, 4: 0}",0
272,False,"{'a': 0.5, 'e': 0.7005493475733616}",30,0,-76.29115333909562,"{0: 21, 1: 2, 2: 6, 3: 0, 4: 1}",0
273,False,"{'a': 0.5, 'e': 0.6970466008354949}",25,13,-80.04670087357795,"{0: 7, 1: 0, 2: 3, 3: 1, 4: 1}",1
274,False,"{'a': 0.5, 'e': 0.6935613678313174}",25,0,-92.11830970607389,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
275,False,"{'a': 0.5, 'e': 0.6900935609921608}",25,0,-45.39556708363293,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
276,False,"{'a': 0.5, 'e': 0.6866430931872}",25,5,-117.72870462584532,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",1
277,False,"{'a': 0.5, 'e': 0.683209877721264}",20,0,-98.38845688996327,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
278,False,"{'a': 0.5, 'e': 0.6797938283326577}",30,0,-62.29178895682634,"{0: 24, 1: 1, 2: 3, 3: 1, 4: 1}",0
279,False,"{'a': 0.5, 'e': 0.6763948591909944}",20,0,2.443859562759079,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
280,False,"{'a': 0.5, 'e': 0.6730128848950394}",20,0,-145.75886046086947,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 3}",0
281,False,"{'a': 0.5, 'e': 0.6696478204705641}",20,11,-35.40779262974159,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
282,False,"{'a': 0.5, 'e': 0.6662995813682113}",35,18,15.239050382905074,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.6629680834613703}",20,0,-35.54945905548564,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
284,False,"{'a': 0.5, 'e': 0.6596532430440635}",30,0,-114.21598282207856,"{0: 20, 1: 1, 2: 6, 3: 2, 4: 1}",0
285,False,"{'a': 0.5, 'e': 0.6563549768288431}",30,0,-79.95511538472677,"{0: 20, 1: 5, 2: 4, 3: 0, 4: 1}",0
286,False,"{'a': 0.5, 'e': 0.653073201944699}",30,0,-127.26994162865878,"{0: 21, 1: 3, 2: 2, 3: 2, 4: 2}",0
287,False,"{'a': 0.5, 'e': 0.6498078359349754}",20,0,-34.55105833455336,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
288,False,"{'a': 0.5, 'e': 0.6465587967553006}",25,0,-129.77406389975883,"{0: 17, 1: 3, 2: 0, 3: 3, 4: 2}",0
289,False,"{'a': 0.5, 'e': 0.6433260027715241}",20,0,-59.38773628136002,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
290,False,"{'a': 0.5, 'e': 0.6401093727576664}",20,0,-57.37004412995777,"{0: 14, 1: 0, 2: 4, 3: 2, 4: 0}",1
291,False,"{'a': 0.5, 'e': 0.6369088258938781}",20,0,-15.184516512055582,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
292,False,"{'a': 0.5, 'e': 0.6337242817644086}",30,0,-136.82427215917338,"{0: 19, 1: 3, 2: 6, 3: 0, 4: 2}",0
293,False,"{'a': 0.5, 'e': 0.6305556603555866}",20,0,-7.553751402499691,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
294,False,"{'a': 0.5, 'e': 0.6274028820538087}",20,0,-91.28026151582343,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
295,False,"{'a': 0.5, 'e': 0.6242658676435396}",25,0,-15.763296636383235,"{0: 19, 1: 4, 2: 2, 3: 0, 4: 0}",0
296,False,"{'a': 0.5, 'e': 0.621144538305322}",30,10,-137.0804926056989,"{0: 12, 1: 1, 2: 3, 3: 2, 4: 2}",1
297,False,"{'a': 0.5, 'e': 0.6180388156137954}",35,10,-26.242262801796716,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",1
298,False,"{'a': 0.5, 'e': 0.6149486215357264}",30,0,-81.11951518592457,"{0: 23, 1: 3, 2: 2, 3: 0, 4: 2}",0
299,False,"{'a': 0.5, 'e': 0.6118738784280477}",25,9,-73.66182122668498,"{0: 8, 1: 2, 2: 4, 3: 2, 4: 0}",1
300,False,"{'a': 0.5, 'e': 0.6088145090359075}",20,4,-32.721140957978015,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
301,False,"{'a': 0.5, 'e': 0.6057704364907279}",25,0,-39.21350022796096,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
302,False,"{'a': 0.5, 'e': 0.6027415843082743}",25,9,-69.13954110970906,"{0: 9, 1: 2, 2: 3, 3: 2, 4: 0}",1
303,False,"{'a': 0.5, 'e': 0.599727876386733}",20,7,10.374559424991762,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
304,False,"{'a': 0.5, 'e': 0.5967292370047993}",20,0,-34.70032135370807,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
305,False,"{'a': 0.5, 'e': 0.5937455908197753}",25,13,-1.4931570922433475,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
306,False,"{'a': 0.5, 'e': 0.5907768628656764}",25,0,-49.07771107472954,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
307,False,"{'a': 0.5, 'e': 0.587822978551348}",20,0,14.863111647643022,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
308,False,"{'a': 0.5, 'e': 0.5848838636585912}",20,0,-70.72386286414886,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
309,False,"{'a': 0.5, 'e': 0.5819594443402983}",25,0,-19.814251316526217,"{0: 18, 1: 4, 2: 3, 3: 0, 4: 0}",0
310,False,"{'a': 0.5, 'e': 0.5790496471185967}",35,0,-12.51217058389689,"{0: 33, 1: 0, 2: 0, 3: 1, 4: 1}",1
311,False,"{'a': 0.5, 'e': 0.5761543988830038}",25,0,-115.61517714104387,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",1
312,False,"{'a': 0.5, 'e': 0.5732736268885887}",30,21,13.299954468789892,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.5, 'e': 0.5704072587541459}",20,0,-53.945164113075364,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 1}",0
314,False,"{'a': 0.5, 'e': 0.5675552224603752}",25,12,19.261108233042503,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.5, 'e': 0.5647174463480732}",30,0,-131.23453721977293,"{0: 22, 1: 0, 2: 5, 3: 1, 4: 2}",1
316,False,"{'a': 0.5, 'e': 0.5618938591163328}",30,0,5.190671468559992,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
317,False,"{'a': 0.5, 'e': 0.5590843898207511}",25,13,8.80695142224641,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
318,False,"{'a': 0.5, 'e': 0.5562889678716474}",20,0,-5.476165826322433,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
319,False,"{'a': 0.5, 'e': 0.5535075230322892}",30,0,-13.182810446632239,"{0: 24, 1: 2, 2: 3, 3: 1, 4: 0}",0
320,False,"{'a': 0.5, 'e': 0.5507399854171278}",30,20,-4.598765734612524,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
321,False,"{'a': 0.5, 'e': 0.5479862854900421}",25,0,-31.61400238828842,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
322,False,"{'a': 0.5, 'e': 0.5452463540625919}",20,2,-41.59598974018146,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 1}",1
323,False,"{'a': 0.5, 'e': 0.542520122292279}",20,0,-84.91029920802337,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
324,False,"{'a': 0.5, 'e': 0.5398075216808176}",30,0,-37.42403713111934,"{0: 21, 1: 5, 2: 4, 3: 0, 4: 0}",0
325,False,"{'a': 0.5, 'e': 0.5371084840724134}",20,6,24.543198894819273,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.5, 'e': 0.5344229416520514}",25,5,-19.450594817417933,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
327,False,"{'a': 0.5, 'e': 0.5317508269437912}",30,0,3.9207420277209093,"{0: 26, 1: 1, 2: 3, 3: 0, 4: 0}",0
328,False,"{'a': 0.5, 'e': 0.5290920728090721}",20,0,-75.43299853433668,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
329,False,"{'a': 0.5, 'e': 0.5264466124450268}",20,4,-14.738694908534809,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
330,False,"{'a': 0.5, 'e': 0.5238143793828016}",25,11,6.218026224111495,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
331,False,"{'a': 0.5, 'e': 0.5211953074858876}",30,18,0.6392258018163375,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
332,False,"{'a': 0.5, 'e': 0.5185893309484582}",20,0,-15.7241516511819,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
333,False,"{'a': 0.5, 'e': 0.515996384293716}",25,0,-19.53284355441086,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",1
334,False,"{'a': 0.5, 'e': 0.5134164023722474}",20,0,-3.544905016424316,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
335,False,"{'a': 0.5, 'e': 0.5108493203603861}",20,8,-10.518465996384483,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 0}",1
336,False,"{'a': 0.5, 'e': 0.5082950737585842}",35,13,-18.43994523538084,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 0}",1
337,False,"{'a': 0.5, 'e': 0.5057535983897913}",30,6,-8.986398293893304,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 1}",1
338,False,"{'a': 0.5, 'e': 0.5032248303978423}",20,0,-4.702570812371525,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
339,False,"{'a': 0.5, 'e': 0.5007087062458531}",25,16,-40.66921374530618,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
340,False,"{'a': 0.5, 'e': 0.4982051627146238}",30,0,-21.964191966111198,"{0: 25, 1: 2, 2: 2, 3: 1, 4: 0}",0
341,False,"{'a': 0.5, 'e': 0.4957141369010507}",20,0,-11.914233912740263,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
342,False,"{'a': 0.5, 'e': 0.4932355662165454}",20,14,-18.744114518961926,"{0: 4, 1: 1, 2: 0, 3: 1, 4: 0}",1
343,False,"{'a': 0.5, 'e': 0.4907693883854627}",20,6,0.5854468810366678,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
344,False,"{'a': 0.5, 'e': 0.4883155414435354}",35,8,-75.24501069671683,"{0: 19, 1: 2, 2: 5, 3: 0, 4: 1}",1
345,False,"{'a': 0.5, 'e': 0.4858739637363177}",20,0,6.008734234957534,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
346,False,"{'a': 0.5, 'e': 0.4834445939176361}",20,0,1.6419868108801872,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
347,False,"{'a': 0.5, 'e': 0.4810273709480479}",25,0,-82.30294923764845,"{0: 20, 1: 0, 2: 1, 3: 3, 4: 1}",0
348,False,"{'a': 0.5, 'e': 0.4786222340933077}",30,15,-23.97929008205042,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 0}",1
349,False,"{'a': 0.5, 'e': 0.47622912292284114}",25,3,-57.498116183243376,"{0: 15, 1: 1, 2: 4, 3: 2, 4: 0}",1
350,False,"{'a': 0.5, 'e': 0.4738479773082269}",25,0,-84.78920952993377,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
351,False,"{'a': 0.5, 'e': 0.4714787374216858}",25,15,0.8322026691007904,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
352,False,"{'a': 0.5, 'e': 0.46912134373457737}",20,10,-24.33429485678623,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
353,False,"{'a': 0.5, 'e': 0.46677573701590447}",20,4,9.255859658968374,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
354,False,"{'a': 0.5, 'e': 0.46444185833082496}",25,17,7.084599749841029,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.5, 'e': 0.46211964903917085}",20,6,-30.87924529197718,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
356,False,"{'a': 0.5, 'e': 0.459809050793975}",25,17,-26.57016681457251,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
357,False,"{'a': 0.5, 'e': 0.4575100055400051}",25,0,-97.48520182111105,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 2}",0
358,False,"{'a': 0.5, 'e': 0.45522245551230506}",20,13,13.744816796650282,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.5, 'e': 0.45294634323474353}",20,13,9.911873146124442,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.5, 'e': 0.45068161151856984}",30,16,3.6494062480243863,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
361,False,"{'a': 0.5, 'e': 0.44842820346097695}",25,10,-9.940621124478277,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
362,False,"{'a': 0.5, 'e': 0.4461860624436721}",30,5,-39.62731267383199,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",1
363,False,"{'a': 0.5, 'e': 0.4439551321314537}",25,15,14.506257437731444,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.5, 'e': 0.4417353564707964}",20,2,19.371675313456386,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.5, 'e': 0.43952667968844245}",25,0,-34.98380305098352,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
366,False,"{'a': 0.5, 'e': 0.43732904629000025}",20,0,8.724187686204129,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
367,False,"{'a': 0.5, 'e': 0.43514240105855023}",35,13,-5.627704705456555,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 0}",1
368,False,"{'a': 0.5, 'e': 0.4329666890532575}",30,17,3.6844185153909184,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
369,False,"{'a': 0.5, 'e': 0.4308018556079912}",20,0,-25.618250038786286,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
370,False,"{'a': 0.5, 'e': 0.42864784632995123}",25,13,-2.968421140217659,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
371,False,"{'a': 0.5, 'e': 0.4265046070983015}",20,8,-64.85981822460448,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 2}",1
372,False,"{'a': 0.5, 'e': 0.42437208406280996}",20,7,-5.1492127430820585,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
373,False,"{'a': 0.5, 'e': 0.4222502236424959}",25,0,-69.18061317898815,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 2}",0
374,False,"{'a': 0.5, 'e': 0.42013897252428345}",20,0,-15.409171770872613,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
375,False,"{'a': 0.5, 'e': 0.418038277661662}",20,0,17.821274909459376,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
376,False,"{'a': 0.5, 'e': 0.4159480862733537}",20,0,14.185748566141811,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
377,False,"{'a': 0.5, 'e': 0.41386834584198695}",25,9,-30.039793822133785,"{0: 12, 1: 0, 2: 3, 3: 1, 4: 0}",1
378,False,"{'a': 0.5, 'e': 0.41179900411277703}",25,10,-26.220644170794674,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
379,False,"{'a': 0.5, 'e': 0.40974000909221314}",20,0,-57.101000753052716,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
380,False,"{'a': 0.5, 'e': 0.40769130904675205}",25,8,-47.041862838820954,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 1}",1
381,False,"{'a': 0.5, 'e': 0.4056528525015183}",20,0,-44.956403272009,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",1
382,False,"{'a': 0.5, 'e': 0.4036245882390107}",25,0,-31.57093118029197,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",0
383,False,"{'a': 0.5, 'e': 0.40160646529781563}",25,12,1.3144770390803133,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
384,False,"{'a': 0.5, 'e': 0.3995984329713266}",35,12,16.42713456750937,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
