trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
385,False,"{'a': 0.5, 'e': 0.39760044080646995}",20,11,18.36874596433034,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.5, 'e': 0.39561243860243755}",25,17,1.9107416372169002,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
387,False,"{'a': 0.5, 'e': 0.3936343764094254}",20,0,-67.79353356834503,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
388,False,"{'a': 0.5, 'e': 0.39166620452737827}",20,3,-79.89970969585055,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 2}",1
389,False,"{'a': 0.5, 'e': 0.3897078735047414}",25,0,-91.16498321536216,"{0: 20, 1: 1, 2: 1, 3: 1, 4: 2}",0
390,False,"{'a': 0.5, 'e': 0.38775933413721764}",20,11,11.262485453231028,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.5, 'e': 0.38582053746653155}",20,14,12.20549269147051,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.5, 'e': 0.3838914347791989}",20,3,17.736363524541005,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.5, 'e': 0.38197197760530294}",35,3,-90.17192022754631,"{0: 25, 1: 1, 2: 4, 3: 0, 4: 2}",1
394,False,"{'a': 0.5, 'e': 0.3800621177172764}",20,10,11.953611580584237,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.5, 'e': 0.37816180712869}",20,5,26.1284262819312,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.5, 'e': 0.37627099809304654}",30,0,13.417206778413437,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
397,False,"{'a': 0.5, 'e': 0.3743896431025813}",20,0,5.445768006031895,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
398,False,"{'a': 0.5, 'e': 0.37251769488706843}",25,6,-11.406604306378844,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 0}",1
399,False,"{'a': 0.5, 'e': 0.3706551064126331}",30,21,16.821511329383103,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.5, 'e': 0.3688018308805699}",30,12,-41.436443404700135,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
401,False,"{'a': 0.5, 'e': 0.36695782172616703}",30,12,11.92271011938972,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
402,False,"{'a': 0.5, 'e': 0.3651230326175362}",20,0,-40.19484837804186,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
403,False,"{'a': 0.5, 'e': 0.36329741745444855}",20,14,9.297205511072919,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.5, 'e': 0.3614809303671763}",30,15,4.463337473676881,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
405,False,"{'a': 0.5, 'e': 0.3596735257153404}",20,0,-50.17381959659484,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
406,False,"{'a': 0.5, 'e': 0.35787515808676373}",20,14,9.536146791091662,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.5, 'e': 0.35608578229632987}",20,0,-64.88869957853262,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
408,False,"{'a': 0.5, 'e': 0.35430535338484825}",20,2,-5.070562954627384,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
409,False,"{'a': 0.5, 'e': 0.352533826617924}",20,11,9.100591179419595,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.5, 'e': 0.3507711574848344}",25,8,-80.45962896015082,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 2}",1
411,False,"{'a': 0.5, 'e': 0.3490173016974102}",30,17,-41.95077473195038,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
412,False,"{'a': 0.5, 'e': 0.34727221518892315}",25,0,21.875089094983693,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
413,False,"{'a': 0.5, 'e': 0.34553585411297855}",35,17,-3.806740706926438,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
414,False,"{'a': 0.5, 'e': 0.3438081748424136}",20,9,4.930271987045181,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
415,False,"{'a': 0.5, 'e': 0.34208913396820156}",25,0,-15.146284184746957,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
416,False,"{'a': 0.5, 'e': 0.34037868829836054}",25,0,21.50931620017255,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
417,False,"{'a': 0.5, 'e': 0.33867679485686875}",20,0,-45.3308467668748,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
418,False,"{'a': 0.5, 'e': 0.3369834108825844}",25,4,-49.78346464441134,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 1}",1
419,False,"{'a': 0.5, 'e': 0.33529849382817145}",25,9,-25.792741291169495,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
420,False,"{'a': 0.5, 'e': 0.33362200135903064}",20,10,-17.35371531422187,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
421,False,"{'a': 0.5, 'e': 0.33195389135223546}",20,0,24.618896902211063,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
422,False,"{'a': 0.5, 'e': 0.3302941218954743}",30,5,-19.660254115664188,"{0: 21, 1: 1, 2: 1, 3: 2, 4: 0}",1
423,False,"{'a': 0.5, 'e': 0.3286426512859969}",30,2,9.384724445111814,"{0: 25, 1: 0, 2: 3, 3: 0, 4: 0}",1
424,False,"{'a': 0.5, 'e': 0.32699943802956694}",20,9,-16.274246855725433,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
425,False,"{'a': 0.5, 'e': 0.32536444083941907}",30,12,-23.774000044612702,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
426,False,"{'a': 0.5, 'e': 0.323737618635222}",30,5,-52.696756270136184,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",1
427,False,"{'a': 0.5, 'e': 0.3221189305420459}",30,2,21.61849691671755,"{0: 26, 1: 1, 2: 1, 3: 0, 4: 0}",1
428,False,"{'a': 0.5, 'e': 0.32050833588933564}",25,15,12.32903859608052,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.5, 'e': 0.31890579420988896}",25,17,15.554632191249057,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.5, 'e': 0.3173112652388395}",25,0,-56.20571669774796,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
431,False,"{'a': 0.5, 'e': 0.3157247089126453}",25,12,11.023336238365355,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
432,False,"{'a': 0.5, 'e': 0.3141460853680821}",20,12,3.5246306215548118,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
433,False,"{'a': 0.5, 'e': 0.31257535494124167}",20,8,22.290619886663524,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.5, 'e': 0.3110124781665355}",20,10,-22.915635870574334,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
435,False,"{'a': 0.5, 'e': 0.3094574157757028}",20,12,6.284382274722594,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
436,False,"{'a': 0.5, 'e': 0.30791012869682427}",25,16,-9.145171439351836,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
437,False,"{'a': 0.5, 'e': 0.30637057805334017}",25,17,6.980000753475366,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.5, 'e': 0.3048387251630735}",20,11,17.755409769498108,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.5, 'e': 0.30331453153725807}",20,4,-16.612935811525077,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
440,False,"{'a': 0.5, 'e': 0.3017979588795718}",30,17,17.23145752777837,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
441,False,"{'a': 0.5, 'e': 0.30028896908517394}",35,12,-34.11493083241804,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 1}",1
442,False,"{'a': 0.5, 'e': 0.2987875242397481}",25,12,-64.99700157739439,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 2}",1
443,False,"{'a': 0.5, 'e': 0.2972935866185493}",25,7,-12.021800762638163,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
444,False,"{'a': 0.5, 'e': 0.29580711868545656}",30,12,-21.993193014135286,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
445,False,"{'a': 0.5, 'e': 0.2943280830920293}",20,6,15.431833355004365,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
446,False,"{'a': 0.5, 'e': 0.29285644267656913}",20,5,21.473572416838326,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.5, 'e': 0.2913921604631863}",25,11,1.9646276063463446,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
448,False,"{'a': 0.5, 'e': 0.2899351996608704}",25,20,9.26438102398549,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.5, 'e': 0.288485523662566}",25,18,15.178251355027484,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.5, 'e': 0.2870430960442532}",20,1,31.22774109920013,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.5, 'e': 0.2856078805640319}",25,5,-8.159708018970969,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
452,False,"{'a': 0.5, 'e': 0.28417984116121175}",30,0,9.782182382470072,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
453,False,"{'a': 0.5, 'e': 0.2827589419554057}",20,7,6.277158742822673,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
454,False,"{'a': 0.5, 'e': 0.28134514724562865}",30,19,13.138402261276719,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.5, 'e': 0.2799384215094005}",20,4,3.6188710224924767,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
456,False,"{'a': 0.5, 'e': 0.27853872940185354}",30,18,-19.630416394712906,"{0: 9, 1: 1, 2: 1, 3: 1, 4: 0}",1
457,False,"{'a': 0.5, 'e': 0.27714603575484426}",25,12,18.28331203000309,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.5, 'e': 0.27576030557607}",20,6,26.222467692479448,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.5, 'e': 0.2743815040481897}",20,11,16.97654005115992,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.5, 'e': 0.2730095965279487}",20,8,7.177067760458965,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
461,False,"{'a': 0.5, 'e': 0.271644548545309}",25,0,-21.539099853745142,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
462,False,"{'a': 0.5, 'e': 0.27028632580258244}",20,8,6.684722179939564,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
463,False,"{'a': 0.5, 'e': 0.2689348941735695}",25,18,1.0683209688863484,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.5, 'e': 0.2675902197027017}",25,4,-39.006178454610826,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 1}",1
465,False,"{'a': 0.5, 'e': 0.26625226860418816}",25,3,1.6755977685490093,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 0}",1
466,False,"{'a': 0.5, 'e': 0.26492100726116724}",20,0,0.4985590354640721,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
467,False,"{'a': 0.5, 'e': 0.26359640222486136}",25,10,-4.949987059657009,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
468,False,"{'a': 0.5, 'e': 0.2622784202137371}",25,6,15.05913822075771,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 0}",1
469,False,"{'a': 0.5, 'e': 0.26096702811266836}",25,5,-13.125036946217156,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",1
470,False,"{'a': 0.5, 'e': 0.259662192972105}",25,13,-15.441818166480406,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
471,False,"{'a': 0.5, 'e': 0.2583638820072445}",25,18,2.0582283265824226,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
472,False,"{'a': 0.5, 'e': 0.2570720625972083}",25,5,33.066656444414775,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.5, 'e': 0.25578670228422223}",20,15,1.699259103111617,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.5, 'e': 0.2545077687728011}",20,13,11.26211423326272,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.5, 'e': 0.25323522992893716}",20,7,-0.050277261714138044,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
476,False,"{'a': 0.5, 'e': 0.25196905377929246}",25,11,-28.660440748299216,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
477,False,"{'a': 0.5, 'e': 0.25070920851039596}",20,6,11.764926861638598,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
478,False,"{'a': 0.5, 'e': 0.249455662467844}",20,0,15.98308457520001,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
479,False,"{'a': 0.5, 'e': 0.24820838415550478}",25,16,-5.073140851809107,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
480,False,"{'a': 0.5, 'e': 0.24696734223472724}",20,1,-7.026168802864801,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
481,False,"{'a': 0.5, 'e': 0.2457325055235536}",30,22,13.632283714438591,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.5, 'e': 0.24450384299593586}",25,10,24.376628785314715,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.5, 'e': 0.24328132378095618}",20,0,-1.9646893233217553,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
484,False,"{'a': 0.5, 'e': 0.2420649171620514}",20,13,11.556365486068415,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.5, 'e': 0.24085459257624114}",25,16,-6.281264051610723,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
486,False,"{'a': 0.5, 'e': 0.23965031961335992}",20,8,20.636372860616788,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.5, 'e': 0.23845206801529312}",30,16,14.756017338028528,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.5, 'e': 0.23725980767521665}",20,3,-55.608316981558325,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 2}",1
489,False,"{'a': 0.5, 'e': 0.23607350863684057}",20,10,20.899395266589444,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.5, 'e': 0.23489314109365636}",20,0,-12.76345252915026,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
491,False,"{'a': 0.5, 'e': 0.23371867538818808}",20,12,4.369226916492904,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.5, 'e': 0.23255008201124713}",25,10,25.975352608559838,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.5, 'e': 0.2313873316011909}",25,7,-42.989339360851446,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
494,False,"{'a': 0.5, 'e': 0.23023039494318495}",20,5,18.304783676181284,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
495,False,"{'a': 0.5, 'e': 0.22907924296846902}",20,1,15.639178517342161,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
496,False,"{'a': 0.5, 'e': 0.22793384675362668}",30,20,17.83857117666837,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.5, 'e': 0.22679417751985856}",30,11,20.07391139422227,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
498,False,"{'a': 0.5, 'e': 0.22566020663225925}",30,19,-7.117911680862149,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
499,False,"{'a': 0.5, 'e': 0.22453190559909794}",20,8,-10.887240816589484,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
500,False,"{'a': 0.5, 'e': 0.22340924607110246}",20,3,30.585378412036892,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.5, 'e': 0.22229219984074694}",20,0,31.483627987802976,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
502,False,"{'a': 0.5, 'e': 0.2211807388415432}",20,1,-26.897850795361286,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 0}",1
503,False,"{'a': 0.5, 'e': 0.2200748351473355}",20,0,-4.047947355394488,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
504,False,"{'a': 0.5, 'e': 0.2189744609715988}",20,12,9.772391069485158,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.5, 'e': 0.21787958866674081}",30,13,21.23228167879502,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.5, 'e': 0.2167901907234071}",25,17,14.873614410659298,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.5, 'e': 0.2157062397697901}",25,17,16.43615497072234,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.5, 'e': 0.21462770857094113}",20,9,21.28726045609349,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.5, 'e': 0.21355457002808642}",30,16,10.201871139016703,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
510,False,"{'a': 0.5, 'e': 0.212486797177946}",35,23,0.22651662007780948,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
511,False,"{'a': 0.5, 'e': 0.21142436319205626}",20,14,11.259027220379652,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.5, 'e': 0.21036724137609597}",20,9,20.83193259142878,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.5, 'e': 0.20931540516921548}",20,16,8.376848880233892,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.5, 'e': 0.20826882814336942}",20,3,16.415089303153316,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
515,False,"{'a': 0.5, 'e': 0.20722748400265256}",20,3,-49.47855567757292,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 1}",1
516,False,"{'a': 0.5, 'e': 0.2061913465826393}",25,0,-7.470444345955297,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
517,False,"{'a': 0.5, 'e': 0.20516038984972612}",25,16,15.037518314308223,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.5, 'e': 0.20413458790047748}",20,8,-15.056049667581195,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
519,False,"{'a': 0.5, 'e': 0.20311391496097508}",20,0,9.21822343827222,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
520,False,"{'a': 0.5, 'e': 0.20209834538617022}",20,5,-29.989050238771856,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
521,False,"{'a': 0.5, 'e': 0.20108785365923937}",25,8,33.96611805582144,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.5, 'e': 0.20008241439094315}",35,19,1.4548258185525615,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 0}",1
523,False,"{'a': 0.5, 'e': 0.19908200231898845}",25,9,-28.003796652402254,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 0}",1
524,False,"{'a': 0.5, 'e': 0.1980865923073935}",25,5,35.756789374325336,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.5, 'e': 0.19709615934585653}",20,0,18.631060567057517,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
526,False,"{'a': 0.5, 'e': 0.19611067854912725}",30,18,21.287114128834286,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.5, 'e': 0.19513012515638162}",20,0,34.68410838340935,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
528,False,"{'a': 0.5, 'e': 0.1941544745305997}",20,10,19.643578484085133,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.5, 'e': 0.1931837021579467}",20,0,32.85571179667572,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
530,False,"{'a': 0.5, 'e': 0.19221778364715697}",20,11,3.484969682524346,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
531,False,"{'a': 0.5, 'e': 0.19125669472892118}",25,19,14.786383533394673,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.5, 'e': 0.19030041125527658}",25,4,15.54009683531071,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
533,False,"{'a': 0.5, 'e': 0.1893489091990002}",30,17,25.082887322484147,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.5, 'e': 0.1884021646530052}",20,12,14.144595973245856,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.5, 'e': 0.18746015382974016}",20,12,4.880349971041267,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
536,False,"{'a': 0.5, 'e': 0.18652285306059146}",25,11,-0.418464944179205,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
537,False,"{'a': 0.5, 'e': 0.1855902387952885}",25,5,22.38845907067107,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.5, 'e': 0.18466228760131206}",30,15,8.38894874982657,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
539,False,"{'a': 0.5, 'e': 0.1837389761633055}",25,1,37.424662365443574,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.5, 'e': 0.18282028128248898}",25,10,11.88075499315897,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
541,False,"{'a': 0.5, 'e': 0.18190617987607652}",20,11,14.536532935893478,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.5, 'e': 0.18099664897669615}",20,0,4.391050200405719,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
543,False,"{'a': 0.5, 'e': 0.18009166573181265}",30,8,-6.212371962974339,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 0}",1
544,False,"{'a': 0.5, 'e': 0.1791912074031536}",25,19,9.212233361995928,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.5, 'e': 0.17829525136613783}",25,0,45.177368434806446,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
546,False,"{'a': 0.5, 'e': 0.17740377510930713}",25,0,-24.056129295031134,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",0
547,False,"{'a': 0.5, 'e': 0.1765167562337606}",20,6,15.891487839526823,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
548,False,"{'a': 0.5, 'e': 0.1756341724525918}",20,10,18.806917335333885,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.5, 'e': 0.17475600159032884}",30,10,15.970409523734382,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
550,False,"{'a': 0.5, 'e': 0.1738822215823772}",25,17,16.48562768590118,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.5, 'e': 0.17301281047446532}",30,20,14.613780313446862,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.5, 'e': 0.172147746422093}",30,14,25.478182092222266,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.5, 'e': 0.1712870076899825}",30,4,-22.143999030739515,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 1}",1
554,False,"{'a': 0.5, 'e': 0.1704305726515326}",25,17,15.094874821933596,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.5, 'e': 0.16957841978827495}",25,9,32.53774445696357,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.5, 'e': 0.16873052768933355}",20,10,9.16770554651603,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
557,False,"{'a': 0.5, 'e': 0.1678868750508869}",30,4,38.335227574219765,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.5, 'e': 0.16704744067563246}",30,17,-17.686397638682728,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
559,False,"{'a': 0.5, 'e': 0.1662122034722543}",20,9,20.259584673543365,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.5, 'e': 0.16538114245489302}",35,17,-49.86659565655068,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 2}",1
561,False,"{'a': 0.5, 'e': 0.16455423674261857}",20,7,14.234530505522548,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.5, 'e': 0.16373146555890547}",25,19,5.48727559747858,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.5, 'e': 0.16291280823111093}",20,8,25.454877741849256,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.5, 'e': 0.1620982441899554}",35,20,28.86274793837659,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.5, 'e': 0.1612877529690056}",25,3,14.583925657891205,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
566,False,"{'a': 0.5, 'e': 0.1604813142041606}",20,13,1.5679223007295437,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
567,False,"{'a': 0.5, 'e': 0.15967890763313977}",25,13,22.076005735188375,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.5, 'e': 0.15888051309497409}",30,13,26.222891033839357,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.5, 'e': 0.1580861105294992}",20,6,26.870621763550414,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
